Dataset,FileName,text,label2a,Starting,Ending
Switchboard,sw04078-A_007431-008451,i see yeah i- i- i- i uh i was gonna say because i know i have right here a trash can for trash and a trash can for it says paper on it you know and uh if,0,,
Switchboard,sw03049-B_005215-005342,[laughter],0,,
Switchboard,sw03707-A_025144-025301,oh really,0,,
Switchboard,sw02477-A_019038-019162,yeah,0,,
Switchboard,sw04364-A_007795-008148,but uh really it's part of this compliance thing,0,,
Switchboard,sw03278-B_013300-013436,somewhere,0,,
Switchboard,sw04928-A_026128-027038,and you know and i'm i know i'm going to get i know it's going to bite me in the ass so i- i really don't want to want to uh you know back off on it,0,,
Switchboard,sw02671-B_001495-001891,i have everything from frank sinatra to the sex pistols,0,,
Switchboard,sw04248-A_010646-011848,and that's not very fu- f- fu- you know that's not very far to run and a month isn't very long and they call it a fun run i don't see how they can put fun a- and run together [laughter],0,,
Switchboard,sw02474-A_005885-006333,i'll be darn you wouldn't think that close that it would be different,0,,
Switchboard,sw02941-A_003797-004807,khaki pants and a shirt and tie i never wear a sport coat that's ridiculous but then most of the time you know then i just have to uh i can wear jeans or,0,,
Switchboard,sw02982-A_009930-010637,and five hundred dollars is a lot to come up with for each person to be able to start using your major medical too,0,,
Switchboard,sw02859-A_006064-007082,he sure did that i agree with you on yeah what do you think of uh the guy who's coaching them now from miami i can't remember his name off the top of my head i can picture his gray hair but [laughter],0,,
Switchboard,sw03848-B_011316-011421,yeah,0,,
Switchboard,sw04758-B_023226-023636,it's a ridiculous difference when you start reading from their perspective,0,,
Switchboard,sw03422-B_002179-002461,and like growing pains and,0,,
Switchboard,sw04193-B_027647-029098,and and then you get like uh you know the uh the telegraph and the cabinet is giving you like how your high school football team did and what's being voted on and you know we got our picture in the t- in the in the cabinet because we went to the school board meeting,0,,
Switchboard,sw02830-A_045786-046146,so you still don't know because a fanny pack is man or nowadays you know,0,,
Switchboard,sw02757-B_035770-036491,and you know i mean this clown out in uh california he uh he had a criminal record you know a mile long,1,,
Switchboard,sw02417-A_015723-016391,to to actually support it you know it would be just like saying that you know what a- what are you crazy i mean there,1,,
Switchboard,sw03305-B_004250-004384,uh-huh,0,,
Switchboard,sw02664-B_000040-000336,it's about this rap crap [noise],1,,
Switchboard,sw03448-B_019345-019613,oh is he teaching speech pathology there,0,,
Switchboard,sw03579-B_003848-005060,um you know it'll have a a coup or some ridiculous form of government there may change uh every few years like for an example would be the gov- south american governments,1,,
Switchboard,sw02582-B_055866-056166,uh something on a lake,0,,
Switchboard,sw03595-B_018159-019076,well no it seems like she doesn't write as often as oh well like danielle steele and those silly things she writes the same thing,1,,
Switchboard,sw03503-A_017309-017447,okay,0,,
Switchboard,sw03262-A_020342-020473,that's great,0,,
Switchboard,sw04104-B_000146-000396,how about you what do you do with your budget,0,,
Switchboard,sw03537-A_015816-016772,oh magnetic uh resonance uh imaging type thing and my wife said well uh do i need that and h- he says well uh,0,,
Switchboard,sw02114-B_007816-008050,they're now criminals,1,,
Switchboard,sw02962-A_023735-024700,in some states i i i don't know uh i should imagine virginia from what i read uh uh is like every other state it it's faced with uh,0,,
Switchboard,sw03333-A_013106-013774,these some of these young kids you read about just doesn't bother them to kill someone at all i thi-,0,,
Switchboard,sw02602-B_010223-010762,sure there were cuban soldiers there but there was also a bunch of russian advisors that were damn good shots,1,,
Switchboard,sw02820-B_031255-031520,if you have killed your mother [laughter],1,,
Switchboard,sw04351-A_017071-017400,right either an elbow in the eye,0,,
Switchboard,sw03571-B_018568-019198,but hopefully uh we'll have a nice hard winter and it'll kill them all this year because i don't wanna put up with that again,0,,
Switchboard,sw04171-A_023511-024426,type of company supposedly you use- it used to be much more stable it's a lot less stable than it used to be they used to have job security and crap,0,,
Switchboard,sw02687-B_019927-020829,uh not so much for me you know i feel like i'm responsible i'd learn how to use it and yes i could shoot someone if you know they were trying to take my kids or take my life or,0,,
Switchboard,sw02567-A_005268-005384,i mean,0,,
Switchboard,sw03116-A_015488-015631,huh,0,,
Switchboard,sw02557-A_043159-043405,i'll be darn yeah,0,,
Switchboard,sw02335-B_037899-038727,[noise] one was a store and one was like a a fast food place i think i- chicken or something i don't know [noise] anyway they raped the women,0,,
Switchboard,sw02150-A_018823-019174,die because it all depends,1,,
Switchboard,sw02121-B_039559-039833,yeah but doesn't that just mean they're out of tune,0,,
Switchboard,sw03504-A_014753-015427,yeah it's sure aggravating when you go out and bust your butt working you know your day job and,0,,
Switchboard,sw02305-A_034514-035323,[laughter] jewish now blacks and i guess i i guess uh iraqi now is the [laughter],0,,
Switchboard,sw03643-A_013536-014249,yeah well our son that's a doctor uh has his pilot's license too but just it's a small craft,0,,
Switchboard,sw02165-B_014591-015143,yeah my uh mother-in-law is into the corn bread stuffing now i never really had that much,0,,
Switchboard,sw02734-A_035698-035980,and they they are in effect killing people,0,,
Switchboard,sw04899-B_005781-006500,i'm just going to walk over here and stop my cats from doing what they're doing um and the metric system is you know,0,,
Switchboard,sw02803-B_008150-008290,yeah,0,,
Switchboard,sw04335-B_005786-006262,he's just a guy's a monster i mean he's not inhuman,1,,
Switchboard,sw02456-A_004077-004814,that way and every time they try something they they get the pardon my french they get the crap kicked out of them,0,,
Switchboard,sw02549-B_009871-010058,oh yeah,0,,
Switchboard,sw03577-B_024260-024718,actually it's amazing if that one little soldier pulled the shit trigger and shot his head off,0,,
Switchboard,sw02472-B_039225-039591,oh uh-huh uh-huh,0,,
Switchboard,sw04315-A_020540-021030,right and if he had succeeded uh uh without a doubt he should be e- executed,1,,
Switchboard,sw03079-A_019809-019936,uh-huh,0,,
Switchboard,sw04029-B_022243-022398,oh really,0,,
Switchboard,sw04179-A_015715-016759,to smelling her scent and will go over there to sniff around and stuff but he's pretty goo- he stays out of the street and uh if i catch him i call him and he comes back,0,,
Switchboard,sw02405-B_000115-000285,hi how are you today,0,,
Switchboard,sw02723-B_009522-009738,well uh,0,,
Switchboard,sw02670-A_022520-022840,and i mean it's just like we're raping our land now but,1,,
Switchboard,sw02417-A_031941-032546,you know you go there you train you get treated like shit and then you you i mean then you get out,0,,
Switchboard,sw04021-B_014501-014953,boy it sure is i just enjoy making gifts and,0,,
Switchboard,sw02482-A_016073-016446,but usually mom and dad are a curse,1,,
Switchboard,sw03401-A_005029-005651,because i okay i had breast surgery they charged me eighty dollars for a bra now you know that's ridiculous,0,,
Switchboard,sw03394-B_015808-016540,yeah those suck [laughter] yeah he li- he loves those he'll read those he'll read those all the time,1,,
Switchboard,sw02092-B_019435-019605,um,0,,
Switchboard,sw04216-B_020519-021460,and it just hasn't work out you know and it i i've read these budget book and they say well you know you sit down and you figure out how much it's costing you to live and all that kind of stuff but,0,,
Switchboard,sw03734-A_002688-003242,i'll come in and i won't know what i'm doing so i'll wear a pant suit [laughter] in case i have to shoot,0,,
Switchboard,sw02738-A_038050-039520,uh you're a prime candidate to be living in a rich house and uh and spend money on foolish things so uh that gets you on a mailing list for jaguars and rolls royces and things like that,0,,
Switchboard,sw04660-A_019963-020605,yeah well you're right there is a lot of it that's that's just garbage as far as i'm concerned you know,0,,
Switchboard,sw04355-A_018795-018925,um,0,,
Switchboard,sw02334-B_012598-013290,yeah i was just stupid and every time they had a sale there i was because you know got get such good bargains [noise],0,,
Switchboard,sw03692-B_029023-029564,you know with in- inept politicians or people who don't know how to deal with the pub-,1,,
Switchboard,sw02568-B_016741-016957,see i've never seen that,0,,
Switchboard,sw02245-B_008854-009214,the solution was ridiculous i had it figured out by the third,0,,
Switchboard,sw03803-B_011022-011768,shoot a brother or sister or you know things like that that need to be definitely avoided and that's that's certainly within the channels right,0,,
Switchboard,sw04254-B_000049-000248,well uh,0,,
Switchboard,sw02875-A_032193-032952,but the price is way more you can get a cadillac for the same price as you can get a small japanese car it's ridiculous now,0,,
Switchboard,sw02167-B_038877-039634,well no he was just a jerk he put uh he put the blame on everyone but himself he went out and you know bought uh bought recruits,1,,
Switchboard,sw02879-A_011283-012580,and and now they can't find them and they're finding bodies in di- you know i mean you thi- think why they say it's because you're over crowd- it's over crowded then you think how can every is everybody that stupid or is the world really that rotten [laughter],1,,
